listing_id,location,property_type,rent,area_sqft,bhk,sharing,bathrooms,furnishing,parking,wifi,food,attached_bathroom,distance_from_college_km,security_deposit,data_status
435,Vijay Nagar,Single Room,6500,117,0,Single,1,Semi-Furnished,No,Yes,No,No,5.3,11000,Synthetic starter data
436,Bengali Square,PG,3500,235,0,Triple,1,Semi-Furnished,No,Yes,No,No,5.2,2500,Synthetic starter data
437,Sukhliya,Single Room,5900,350,0,Single,1,Fully Furnished,No,Yes,No,Yes,5.5,3500,Synthetic starter data
438,Bhawarkua,Single Room,5500,284,0,Single,1,Fully Furnished,Yes,Yes,No,No,5.5,7500,Synthetic starter data
439,Rau,PG,2500,201,0,Triple,1,Fully Furnished,No,Yes,No,No,5.5,4000,Synthetic starter data
440,Vijay Nagar,1 BHK,12000,834,1,Whole Property,1,Unfurnished,Yes,Yes,No,No,1.7,24500,Synthetic starter data
441,Bhawarkua,1 BHK,8900,617,1,Whole Property,1,Fully Furnished,Yes,No,No,Yes,0.4,15000,Synthetic starter data
442,Bengali Square,2 BHK,16100,1201,2,Whole Property,1,Unfurnished,No,Yes,No,Yes,2.8,27500,Synthetic starter data
443,Geeta Bhawan,Single Room,6700,228,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,2.7,4000,Synthetic starter data
444,Vijay Nagar,PG,5600,158,0,Double,1,Fully Furnished,No,Yes,No,Yes,4.7,5500,Synthetic starter data
445,Geeta Bhawan,PG,7000,240,0,Single,1,Fully Furnished,No,Yes,No,No,3.5,10500,Synthetic starter data
446,Scheme 54,1 BHK,14100,854,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,2.0,19500,Synthetic starter data
447,Geeta Bhawan,1 BHK,6800,464,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,3.0,10000,Synthetic starter data
448,Bhawarkua,Single Room,6600,290,0,Single,1,Semi-Furnished,No,Yes,No,Yes,0.8,5000,Synthetic starter data
449,Bengali Square,PG,4800,146,0,Double,1,Fully Furnished,Yes,Yes,Yes,No,1.2,9000,Synthetic starter data
450,Bengali Square,2 BHK,12800,901,2,Whole Property,2,Fully Furnished,No,Yes,No,Yes,1.4,25500,Synthetic starter data
451,Vijay Nagar,PG,5300,209,0,Double,1,Fully Furnished,No,Yes,Yes,Yes,1.6,8500,Synthetic starter data
452,Rau,2 BHK,11700,1087,2,Whole Property,1,Unfurnished,No,Yes,No,Yes,2.8,10500,Synthetic starter data
453,Sukhliya,1 BHK,7300,603,1,Whole Property,1,Semi-Furnished,No,No,No,Yes,4.5,13000,Synthetic starter data
454,Vijay Nagar,Single Room,9500,307,0,Single,1,Fully Furnished,No,Yes,No,Yes,3.0,12500,Synthetic starter data
455,Bhawarkua,PG,4400,250,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,5.8,4500,Synthetic starter data
456,Bengali Square,1 BHK,10100,665,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,0.6,5500,Synthetic starter data
457,Rau,Single Room,3500,180,0,Single,1,Unfurnished,Yes,Yes,No,No,3.7,7000,Synthetic starter data
458,Geeta Bhawan,PG,4000,111,0,Triple,1,Fully Furnished,No,Yes,Yes,Yes,3.5,5000,Synthetic starter data
459,Bhawarkua,1 BHK,12200,806,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,1.2,15500,Synthetic starter data
460,Bhawarkua,PG,6200,238,0,Single,1,Semi-Furnished,No,No,No,Yes,1.8,9000,Synthetic starter data
461,Bhawarkua,PG,4600,99,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,3.7,3000,Synthetic starter data
462,Bicholi Mardana,1 BHK,6700,579,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,3.1,4000,Synthetic starter data
463,Bhawarkua,Single Room,8000,349,0,Single,1,Fully Furnished,Yes,Yes,No,No,1.4,4000,Synthetic starter data
464,Palasia,PG,4800,139,0,Double,1,Fully Furnished,No,Yes,Yes,No,5.1,9500,Synthetic starter data
465,Rau,1 BHK,10500,895,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,0.8,16500,Synthetic starter data
466,Bhawarkua,Single Room,6500,286,0,Single,1,Semi-Furnished,No,Yes,No,No,1.0,5500,Synthetic starter data
467,Scheme 54,Single Room,8400,333,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,5.1,5500,Synthetic starter data
468,Scheme 54,PG,4900,173,0,Double,1,Fully Furnished,Yes,Yes,Yes,Yes,0.9,5500,Synthetic starter data
469,Vijay Nagar,1 BHK,10200,588,1,Whole Property,1,Unfurnished,Yes,Yes,No,Yes,3.2,20500,Synthetic starter data
470,Bhawarkua,PG,6400,229,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,3.4,5000,Synthetic starter data
471,Rau,1 BHK,9000,828,1,Whole Property,1,Fully Furnished,No,No,No,No,3.3,14500,Synthetic starter data
472,Rau,PG,3100,162,0,Double,1,Fully Furnished,No,Yes,No,Yes,1.0,3000,Synthetic starter data
473,Bhawarkua,2 BHK,10000,789,2,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,1.5,18500,Synthetic starter data
474,Palasia,1 BHK,10800,600,1,Whole Property,1,Unfurnished,Yes,No,No,No,4.9,11000,Synthetic starter data
475,Vijay Nagar,Single Room,8300,339,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,3.8,6000,Synthetic starter data
476,Scheme 54,PG,3700,122,0,Double,1,Fully Furnished,No,No,No,Yes,1.6,5000,Synthetic starter data
477,Palasia,PG,7800,93,0,Single,1,Semi-Furnished,Yes,Yes,Yes,Yes,3.9,11000,Synthetic starter data
478,Bengali Square,Shared Room,3700,379,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,5.6,3000,Synthetic starter data
479,Bhawarkua,Single Room,6500,195,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,5.3,4000,Synthetic starter data
480,Palasia,1 BHK,13800,773,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,0.5,13000,Synthetic starter data
481,Bicholi Mardana,Single Room,5000,197,0,Single,1,Unfurnished,Yes,Yes,No,Yes,4.4,6000,Synthetic starter data
482,Palasia,1 BHK,13300,818,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,3.4,14500,Synthetic starter data
483,LIG Colony,PG,3000,173,0,Triple,1,Fully Furnished,No,Yes,Yes,Yes,5.2,3000,Synthetic starter data
484,Rau,1 BHK,7900,814,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,5.0,4000,Synthetic starter data
485,Palasia,Single Room,7600,330,0,Single,1,Unfurnished,Yes,Yes,No,No,0.6,5500,Synthetic starter data
486,Bhawarkua,PG,6400,158,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,2.0,8000,Synthetic starter data
487,Vijay Nagar,Shared Room,4500,162,0,Double,1,Fully Furnished,Yes,Yes,No,No,5.4,4000,Synthetic starter data
488,Bicholi Mardana,Shared Room,2900,301,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,5.7,5000,Synthetic starter data
489,Sukhliya,Shared Room,2500,346,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,1.8,2000,Synthetic starter data
490,Bicholi Mardana,2 BHK,11800,1120,2,Whole Property,1,Semi-Furnished,No,Yes,No,No,4.2,17000,Synthetic starter data
491,Geeta Bhawan,2 BHK,18800,1078,2,Whole Property,1,Fully Furnished,Yes,Yes,No,No,6.0,14500,Synthetic starter data
492,Palasia,PG,4900,247,0,Triple,1,Fully Furnished,No,Yes,No,Yes,3.2,8000,Synthetic starter data
493,Geeta Bhawan,Single Room,6500,187,0,Single,1,Unfurnished,Yes,No,No,Yes,1.7,3500,Synthetic starter data
494,Scheme 54,Single Room,6000,247,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,0.4,11000,Synthetic starter data
495,Bengali Square,Single Room,7000,273,0,Single,1,Fully Furnished,No,Yes,No,No,1.7,8000,Synthetic starter data
496,Rau,PG,4900,226,0,Single,1,Semi-Furnished,Yes,No,No,Yes,2.3,8500,Synthetic starter data
497,Bicholi Mardana,Single Room,5600,303,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,1.6,4000,Synthetic starter data
498,Sukhliya,PG,2800,197,0,Triple,1,Fully Furnished,Yes,No,Yes,Yes,3.6,5500,Synthetic starter data
499,Bhawarkua,1 BHK,10900,701,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,5.9,8500,Synthetic starter data
500,Scheme 54,Single Room,7000,259,0,Single,1,Fully Furnished,Yes,No,No,Yes,1.4,8000,Synthetic starter data
501,Geeta Bhawan,Shared Room,3600,350,0,Double,1,Semi-Furnished,Yes,Yes,No,No,0.3,4500,Synthetic starter data
502,Palasia,Single Room,8700,275,0,Single,1,Fully Furnished,Yes,Yes,No,No,5.2,14000,Synthetic starter data
503,Rau,1 BHK,7300,681,1,Whole Property,1,Fully Furnished,No,No,No,No,1.6,5500,Synthetic starter data
504,Vijay Nagar,2 BHK,20800,1193,2,Whole Property,2,Semi-Furnished,No,No,No,Yes,4.1,26500,Synthetic starter data
505,LIG Colony,PG,3800,169,0,Double,1,Fully Furnished,Yes,Yes,No,No,1.3,5000,Synthetic starter data
506,Vijay Nagar,Single Room,10400,336,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,1.8,10500,Synthetic starter data
507,Vijay Nagar,2 BHK,18400,1144,2,Whole Property,1,Fully Furnished,No,Yes,No,No,3.9,21500,Synthetic starter data
508,Scheme 54,PG,3800,222,0,Triple,1,Fully Furnished,No,Yes,Yes,Yes,3.4,3000,Synthetic starter data
509,Sukhliya,1 BHK,7900,674,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,4.1,7000,Synthetic starter data
510,Vijay Nagar,1 BHK,13000,638,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,1.1,10500,Synthetic starter data
511,Rau,2 BHK,12200,1314,2,Whole Property,2,Unfurnished,Yes,Yes,No,Yes,3.9,12000,Synthetic starter data
512,Vijay Nagar,1 BHK,13600,860,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,0.8,21000,Synthetic starter data
513,LIG Colony,Shared Room,3500,222,0,Double,1,Semi-Furnished,No,Yes,No,Yes,0.9,2000,Synthetic starter data
514,LIG Colony,Single Room,6600,329,0,Single,1,Unfurnished,No,Yes,No,Yes,0.7,12500,Synthetic starter data
515,Rau,Single Room,4900,337,0,Single,1,Unfurnished,No,Yes,No,Yes,0.6,5500,Synthetic starter data
516,Vijay Nagar,PG,5600,102,0,Double,1,Fully Furnished,Yes,Yes,No,No,1.7,6000,Synthetic starter data
517,Scheme 54,2 BHK,18700,1358,2,Whole Property,1,Semi-Furnished,Yes,No,No,No,4.6,11000,Synthetic starter data
518,Rau,Shared Room,2800,273,0,Double,1,Semi-Furnished,No,No,No,Yes,2.6,5000,Synthetic starter data
519,Palasia,PG,5800,248,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,0.5,8500,Synthetic starter data
520,Sukhliya,Shared Room,3200,283,0,Double,1,Fully Furnished,No,Yes,No,No,3.8,1500,Synthetic starter data
521,Bengali Square,Single Room,6100,224,0,Single,1,Unfurnished,Yes,Yes,No,No,4.3,11000,Synthetic starter data
522,Geeta Bhawan,Single Room,7300,228,0,Single,1,Fully Furnished,No,Yes,No,No,4.7,5500,Synthetic starter data
523,Geeta Bhawan,PG,4900,113,0,Double,1,Fully Furnished,No,Yes,No,Yes,4.0,4000,Synthetic starter data
524,Geeta Bhawan,1 BHK,9000,564,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,5.9,18500,Synthetic starter data
525,Vijay Nagar,1 BHK,11400,488,1,Whole Property,1,Unfurnished,Yes,No,No,Yes,4.0,20000,Synthetic starter data
526,Sukhliya,Single Room,4500,155,0,Single,1,Fully Furnished,No,Yes,No,Yes,3.2,6000,Synthetic starter data
527,Vijay Nagar,Single Room,9800,315,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,5.6,15000,Synthetic starter data
528,Bengali Square,Shared Room,3100,222,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,3.2,2500,Synthetic starter data
529,Palasia,Single Room,6100,101,0,Single,1,Semi-Furnished,No,No,No,No,4.2,5500,Synthetic starter data
530,Scheme 54,2 BHK,17900,1137,2,Whole Property,1,Semi-Furnished,Yes,Yes,No,No,5.6,33500,Synthetic starter data
531,Bhawarkua,2 BHK,16800,1398,2,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,1.2,15500,Synthetic starter data
532,Sukhliya,Single Room,5400,341,0,Single,1,Fully Furnished,No,Yes,No,Yes,2.6,8000,Synthetic starter data
533,Vijay Nagar,PG,4800,109,0,Triple,1,Semi-Furnished,No,Yes,Yes,Yes,5.8,8000,Synthetic starter data
534,Vijay Nagar,2 BHK,20300,1398,2,Whole Property,2,Fully Furnished,Yes,Yes,No,No,1.5,18000,Synthetic starter data
535,Vijay Nagar,Single Room,6600,102,0,Single,1,Semi-Furnished,Yes,Yes,No,No,5.0,6000,Synthetic starter data
536,LIG Colony,Single Room,5000,209,0,Single,1,Semi-Furnished,Yes,Yes,No,No,2.4,9000,Synthetic starter data
537,Bengali Square,PG,5300,156,0,Double,1,Semi-Furnished,Yes,Yes,Yes,No,3.7,8000,Synthetic starter data
538,Geeta Bhawan,Single Room,5400,184,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,2.9,6500,Synthetic starter data
539,Bhawarkua,Shared Room,2500,234,0,Triple,1,Semi-Furnished,No,Yes,No,No,1.1,1500,Synthetic starter data
540,Palasia,Shared Room,3900,286,0,Double,1,Semi-Furnished,Yes,No,No,Yes,5.9,4500,Synthetic starter data
541,Bhawarkua,Single Room,5200,205,0,Single,1,Semi-Furnished,No,Yes,No,Yes,5.2,8500,Synthetic starter data
542,Bhawarkua,Shared Room,2500,158,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,5.3,6000,Synthetic starter data
543,Vijay Nagar,Shared Room,3600,392,0,Triple,1,Fully Furnished,Yes,No,No,Yes,5.7,4500,Synthetic starter data
544,Vijay Nagar,Single Room,10000,277,0,Single,1,Unfurnished,Yes,Yes,No,Yes,0.6,10000,Synthetic starter data
545,LIG Colony,2 BHK,13000,935,2,Whole Property,1,Semi-Furnished,Yes,No,No,Yes,1.9,17000,Synthetic starter data
546,Bhawarkua,1 BHK,7700,578,1,Whole Property,1,Semi-Furnished,No,No,No,Yes,2.2,7500,Synthetic starter data
547,Bicholi Mardana,Single Room,5000,199,0,Single,1,Unfurnished,No,No,No,Yes,0.5,4000,Synthetic starter data
548,Vijay Nagar,1 BHK,13200,692,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,No,1.1,9000,Synthetic starter data
549,Scheme 54,Shared Room,4100,206,0,Double,1,Fully Furnished,Yes,No,No,Yes,3.3,2000,Synthetic starter data
550,Sukhliya,Single Room,4700,230,0,Single,1,Unfurnished,No,Yes,No,No,5.1,4500,Synthetic starter data
551,Bicholi Mardana,PG,5700,248,0,Single,1,Fully Furnished,No,Yes,No,Yes,1.1,3000,Synthetic starter data
552,Sukhliya,1 BHK,9000,838,1,Whole Property,1,Unfurnished,No,Yes,No,No,4.1,6000,Synthetic starter data
553,Scheme 54,PG,5300,156,0,Double,1,Fully Furnished,Yes,No,No,Yes,5.8,6500,Synthetic starter data
554,Bhawarkua,1 BHK,9600,836,1,Whole Property,1,Semi-Furnished,No,Yes,No,No,5.2,13000,Synthetic starter data
555,Sukhliya,1 BHK,8300,821,1,Whole Property,1,Semi-Furnished,No,No,No,Yes,0.8,8000,Synthetic starter data
556,Geeta Bhawan,Single Room,8000,341,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,4.6,13000,Synthetic starter data
557,Rau,Single Room,5700,296,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,4.6,3500,Synthetic starter data
558,Bicholi Mardana,Shared Room,2500,212,0,Triple,1,Fully Furnished,No,Yes,No,Yes,3.1,4000,Synthetic starter data
559,Scheme 54,Single Room,8000,260,0,Single,1,Unfurnished,No,No,No,No,3.7,10000,Synthetic starter data
560,Scheme 54,PG,5200,216,0,Double,1,Fully Furnished,No,No,Yes,Yes,2.0,8000,Synthetic starter data
561,Rau,PG,5000,223,0,Single,1,Fully Furnished,No,Yes,No,Yes,2.7,8000,Synthetic starter data
562,Bhawarkua,1 BHK,7500,686,1,Whole Property,1,Unfurnished,Yes,No,No,Yes,4.4,9000,Synthetic starter data
563,LIG Colony,PG,6200,113,0,Single,1,Semi-Furnished,No,Yes,No,Yes,1.8,9000,Synthetic starter data
564,Vijay Nagar,PG,6900,100,0,Single,1,Semi-Furnished,No,Yes,Yes,Yes,1.9,8500,Synthetic starter data
565,Sukhliya,Shared Room,2800,249,0,Double,1,Fully Furnished,No,Yes,No,Yes,5.1,3500,Synthetic starter data
566,Sukhliya,PG,3500,139,0,Double,1,Fully Furnished,Yes,No,Yes,Yes,1.3,5500,Synthetic starter data
567,Bengali Square,Shared Room,3000,290,0,Double,1,Semi-Furnished,No,Yes,No,No,0.4,5500,Synthetic starter data
568,Bengali Square,Shared Room,3400,362,0,Double,1,Fully Furnished,Yes,Yes,No,No,0.4,6500,Synthetic starter data
569,Bengali Square,Single Room,6100,242,0,Single,1,Semi-Furnished,Yes,Yes,No,No,0.4,11000,Synthetic starter data
570,Vijay Nagar,PG,5900,113,0,Double,1,Fully Furnished,No,Yes,No,Yes,5.5,3500,Synthetic starter data
571,Bicholi Mardana,Shared Room,3100,281,0,Double,1,Fully Furnished,Yes,Yes,No,No,3.1,3000,Synthetic starter data
572,LIG Colony,1 BHK,11000,837,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,2.4,10500,Synthetic starter data
573,Bhawarkua,1 BHK,8400,576,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,1.3,16500,Synthetic starter data
574,Bengali Square,Single Room,6600,296,0,Single,1,Semi-Furnished,Yes,Yes,No,No,4.0,10500,Synthetic starter data
575,LIG Colony,2 BHK,13200,1204,2,Whole Property,1,Fully Furnished,No,Yes,No,Yes,1.3,23500,Synthetic starter data
576,Palasia,PG,5300,193,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,5.9,9500,Synthetic starter data
577,Palasia,Shared Room,3800,377,0,Double,1,Fully Furnished,No,Yes,No,No,5.7,6000,Synthetic starter data
578,Scheme 54,2 BHK,21600,1193,2,Whole Property,2,Semi-Furnished,Yes,Yes,No,Yes,0.7,19500,Synthetic starter data
579,Palasia,PG,7200,97,0,Single,1,Semi-Furnished,Yes,Yes,Yes,No,2.1,13500,Synthetic starter data
580,Vijay Nagar,1 BHK,14000,751,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,1.2,17500,Synthetic starter data
581,Bengali Square,PG,4800,168,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,1.9,8500,Synthetic starter data
582,Geeta Bhawan,PG,5500,210,0,Double,1,Fully Furnished,Yes,Yes,Yes,Yes,2.1,7000,Synthetic starter data
583,LIG Colony,PG,2900,207,0,Triple,1,Fully Furnished,Yes,Yes,Yes,Yes,4.6,5500,Synthetic starter data
584,Sukhliya,Shared Room,2500,199,0,Triple,1,Semi-Furnished,Yes,Yes,No,Yes,6.0,1500,Synthetic starter data
585,Vijay Nagar,PG,5300,151,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,0.7,6500,Synthetic starter data
586,Palasia,Shared Room,3400,342,0,Double,1,Fully Furnished,Yes,No,No,Yes,1.4,5500,Synthetic starter data
587,Sukhliya,Shared Room,2500,228,0,Triple,1,Semi-Furnished,No,No,No,Yes,3.3,1000,Synthetic starter data
588,Geeta Bhawan,Shared Room,2500,156,0,Triple,1,Semi-Furnished,Yes,Yes,No,No,3.9,2000,Synthetic starter data
589,Palasia,Shared Room,2800,255,0,Triple,1,Fully Furnished,No,Yes,No,No,1.5,6000,Synthetic starter data
590,Bengali Square,2 BHK,14700,1351,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,5.3,27500,Synthetic starter data
591,Sukhliya,1 BHK,7200,455,1,Whole Property,1,Unfurnished,Yes,Yes,No,Yes,2.8,5000,Synthetic starter data
592,Sukhliya,2 BHK,11100,1382,2,Whole Property,2,Semi-Furnished,Yes,Yes,No,Yes,1.0,17000,Synthetic starter data
593,Bhawarkua,PG,4300,167,0,Double,1,Fully Furnished,Yes,No,No,Yes,3.4,7000,Synthetic starter data
594,Bhawarkua,Shared Room,3100,331,0,Double,1,Fully Furnished,Yes,Yes,No,No,1.8,5500,Synthetic starter data
595,Vijay Nagar,Shared Room,4200,296,0,Double,1,Semi-Furnished,No,No,No,Yes,5.8,6500,Synthetic starter data
596,Vijay Nagar,Shared Room,4500,394,0,Double,1,Fully Furnished,Yes,Yes,No,No,0.9,4000,Synthetic starter data
597,Bengali Square,1 BHK,9700,626,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,2.5,11500,Synthetic starter data
598,Vijay Nagar,Shared Room,3700,344,0,Triple,1,Semi-Furnished,No,Yes,No,Yes,1.9,4500,Synthetic starter data
599,Bhawarkua,Single Room,6900,328,0,Single,1,Fully Furnished,No,No,No,No,3.2,5500,Synthetic starter data
600,Bicholi Mardana,PG,5700,164,0,Single,1,Fully Furnished,No,Yes,No,No,4.5,3500,Synthetic starter data
601,Rau,1 BHK,7600,746,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,1.7,11500,Synthetic starter data
602,Geeta Bhawan,PG,4000,150,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,1.1,4500,Synthetic starter data
603,Rau,Shared Room,2600,171,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,0.3,2500,Synthetic starter data
604,Geeta Bhawan,Single Room,7000,185,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,2.5,7000,Synthetic starter data
605,Bengali Square,PG,6700,170,0,Single,1,Fully Furnished,No,No,Yes,Yes,3.5,12000,Synthetic starter data
606,Palasia,Single Room,6100,132,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,4.3,9000,Synthetic starter data
607,Palasia,Single Room,8900,290,0,Single,1,Fully Furnished,Yes,No,No,Yes,3.3,11000,Synthetic starter data
608,Bengali Square,PG,6200,189,0,Single,1,Semi-Furnished,Yes,No,No,Yes,0.5,4000,Synthetic starter data
609,Sukhliya,PG,3400,179,0,Double,1,Fully Furnished,Yes,Yes,No,No,4.7,7000,Synthetic starter data
610,Rau,1 BHK,6800,588,1,Whole Property,1,Unfurnished,Yes,No,No,No,0.7,8000,Synthetic starter data
611,Geeta Bhawan,PG,4900,219,0,Double,1,Semi-Furnished,No,Yes,No,Yes,2.6,8500,Synthetic starter data
612,LIG Colony,PG,3300,205,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,0.7,5000,Synthetic starter data
613,Bengali Square,Single Room,7900,310,0,Single,1,Fully Furnished,No,No,No,No,2.2,11500,Synthetic starter data
614,Bhawarkua,PG,5500,113,0,Single,1,Fully Furnished,No,Yes,Yes,No,4.6,3000,Synthetic starter data
615,Bengali Square,Shared Room,3600,161,0,Double,1,Fully Furnished,Yes,Yes,No,No,1.5,5500,Synthetic starter data
616,Sukhliya,Shared Room,3100,241,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,1.6,3000,Synthetic starter data
617,LIG Colony,1 BHK,10000,789,1,Whole Property,1,Semi-Furnished,No,No,No,Yes,1.6,15000,Synthetic starter data
618,Palasia,PG,5300,96,0,Double,1,Fully Furnished,No,No,No,No,0.5,7000,Synthetic starter data
619,Scheme 54,PG,5700,155,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,1.2,7000,Synthetic starter data
620,Palasia,2 BHK,19500,1346,2,Whole Property,2,Semi-Furnished,No,Yes,No,Yes,3.3,26500,Synthetic starter data
621,Bhawarkua,2 BHK,15100,1366,2,Whole Property,2,Fully Furnished,Yes,Yes,No,Yes,3.7,9000,Synthetic starter data
622,Bengali Square,Shared Room,3700,127,0,Double,1,Fully Furnished,Yes,No,No,Yes,1.2,4000,Synthetic starter data
623,Bhawarkua,1 BHK,7400,478,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,3.4,11000,Synthetic starter data
624,Scheme 54,2 BHK,13300,859,2,Whole Property,2,Unfurnished,No,Yes,No,Yes,2.1,19000,Synthetic starter data
625,Bhawarkua,2 BHK,15200,1245,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,2.4,18500,Synthetic starter data
626,Bicholi Mardana,1 BHK,8700,654,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,4.8,10000,Synthetic starter data
627,Vijay Nagar,PG,4200,114,0,Triple,1,Fully Furnished,No,Yes,No,No,4.6,3500,Synthetic starter data
628,Vijay Nagar,2 BHK,18400,1333,2,Whole Property,1,Unfurnished,Yes,No,No,No,1.2,21000,Synthetic starter data
629,Geeta Bhawan,PG,2700,110,0,Triple,1,Fully Furnished,No,Yes,No,Yes,5.1,3500,Synthetic starter data
630,LIG Colony,Single Room,5600,202,0,Single,1,Unfurnished,No,Yes,No,Yes,3.9,5000,Synthetic starter data
631,LIG Colony,Shared Room,2800,397,0,Double,1,Semi-Furnished,No,Yes,No,Yes,4.4,3000,Synthetic starter data
632,Bhawarkua,Single Room,4800,130,0,Single,1,Semi-Furnished,Yes,No,No,Yes,1.4,4000,Synthetic starter data
633,Scheme 54,PG,3600,163,0,Double,1,Fully Furnished,Yes,No,No,Yes,2.3,3500,Synthetic starter data
634,LIG Colony,2 BHK,13700,988,2,Whole Property,1,Unfurnished,Yes,Yes,No,No,3.3,15500,Synthetic starter data
635,Sukhliya,1 BHK,5500,585,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,4.9,13500,Synthetic starter data
636,Bicholi Mardana,PG,5000,199,0,Single,1,Fully Furnished,Yes,No,No,Yes,5.6,3000,Synthetic starter data
637,Bhawarkua,Shared Room,2800,324,0,Double,1,Fully Furnished,Yes,Yes,No,No,5.2,4500,Synthetic starter data
638,Vijay Nagar,Single Room,7200,176,0,Single,1,Fully Furnished,No,Yes,No,Yes,4.9,13000,Synthetic starter data
639,Sukhliya,PG,3500,234,0,Double,1,Semi-Furnished,Yes,Yes,No,No,1.7,6500,Synthetic starter data
640,LIG Colony,Shared Room,2800,296,0,Double,1,Semi-Furnished,No,Yes,No,Yes,5.7,4500,Synthetic starter data
641,Rau,PG,2900,134,0,Triple,1,Fully Furnished,Yes,Yes,No,Yes,2.7,3500,Synthetic starter data
642,Scheme 54,1 BHK,12000,762,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,2.2,15000,Synthetic starter data
643,LIG Colony,PG,3400,205,0,Triple,1,Semi-Furnished,Yes,Yes,Yes,No,2.6,3500,Synthetic starter data
644,Bhawarkua,Shared Room,3300,252,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,0.3,2500,Synthetic starter data
645,Bhawarkua,PG,3600,243,0,Triple,1,Fully Furnished,Yes,No,Yes,Yes,2.3,5000,Synthetic starter data
646,Bicholi Mardana,1 BHK,8200,617,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,0.3,4000,Synthetic starter data
647,Scheme 54,PG,6000,198,0,Double,1,Fully Furnished,No,Yes,Yes,Yes,4.1,8500,Synthetic starter data
648,Bhawarkua,2 BHK,10700,838,2,Whole Property,2,Semi-Furnished,No,Yes,No,Yes,5.0,11500,Synthetic starter data
649,Palasia,PG,4900,233,0,Double,1,Semi-Furnished,Yes,No,No,No,3.3,8000,Synthetic starter data
650,Geeta Bhawan,PG,4900,116,0,Double,1,Semi-Furnished,Yes,Yes,Yes,No,1.6,8000,Synthetic starter data
651,Vijay Nagar,2 BHK,20200,1095,2,Whole Property,1,Unfurnished,No,Yes,No,Yes,4.0,9500,Synthetic starter data
